1,1,451.79,489.72,52.27999999999997,56.41999999999996,1,1,1.0
2,1,451.79,489.72,52.329999999999984,56.41999999999996,1,1,1.0
3,1,451.79,489.72,52.389999999999986,56.41999999999996,1,1,1.0
4,1,451.79,489.72,52.44999999999999,56.41999999999996,1,1,1.0
5,1,451.79,489.72,52.5,56.41999999999996,1,1,1.0
6,1,451.79,489.72,52.56,56.41999999999996,1,1,1.0
7,1,451.79,489.72,52.620000000000005,56.41999999999996,1,1,1.0
8,1,451.79,489.72,52.66999999999996,56.41999999999996,1,1,1.0
9,1,451.79,489.72,52.72999999999996,56.41999999999996,1,1,1.0
10,1,451.79,489.72,52.789999999999964,56.41999999999996,1,1,1.0
11,1,451.79,489.72,52.839999999999975,56.41999999999996,1,1,1.0
12,1,451.79,489.72,52.89999999999998,56.41999999999996,1,1,1.0
13,1,451.79,489.72,52.95999999999998,56.41999999999996,1,1,1.0
14,1,451.79,489.72,53.00999999999999,56.41999999999996,1,1,1.0
15,1,451.79,489.72,53.06999999999999,56.41999999999996,1,1,1.0
16,1,451.79,489.72,53.129999999999995,56.41999999999996,1,1,1.0
17,1,451.79,489.72,53.18000000000001,56.41999999999996,1,1,1.0
18,1,451.79,489.72,53.23999999999995,56.41999999999996,1,1,1.0
19,1,451.79,489.72,53.299999999999955,56.41999999999996,1,1,1.0
20,1,451.79,489.72,53.349999999999966,56.41999999999996,1,1,1.0
21,1,451.79,489.72,53.40999999999997,56.41999999999996,1,1,1.0
22,1,451.79,489.72,53.46999999999997,56.41999999999996,1,1,1.0
23,1,451.79,489.72,53.51999999999998,56.41999999999996,1,1,1.0
24,1,451.79,489.72,53.579999999999984,56.41999999999996,1,1,1.0
25,1,451.79,489.72,53.639999999999986,56.41999999999996,1,1,1.0
26,1,451.79,489.72,53.69,56.41999999999996,1,1,1.0
27,1,451.79,489.72,53.75,56.41999999999996,1,1,1.0
28,1,451.79,489.72,53.81,56.41999999999996,1,1,1.0
29,1,451.79,489.72,53.85999999999996,56.41999999999996,1,1,1.0
